,popularity,budget,revenue,original_title,cast,director,runtime,vote_average,release_year,genre,production_company
3749,0.247245,10000000.0,40086576.743638255,Bucky Larson: Born to Be a Star,Nick Swardson|Christina Ricci|Stephen Dorff|Don Johnson|Ido Mosseri,Tom Brady,97,4.3,2011,Comedy,Columbia Pictures
3750,0.246873,14767252.73739476,40086576.743638255,Cassadaga,Kelen Coleman|Louise Fletcher|Kevin Alejandro|Lucius Baston|Christina Bach,Anthony DiBlasi,108,3.3,2011,Horror,Cassadaga Film Production
3751,0.246407,14767252.73739476,40086576.743638255,Enter Nowhere,Sara Paxton|Scott Eastwood|Shaun Sipos|Katherine Waterston|Leigh Lezark,Jack Heller,90,6.3,2011,Horror,unknown
3752,0.244803,6000000.0,5206.0,The Good Doctor,Orlando Bloom|Riley Keough|Taraji P. Henson|Rob Morrow|Michael PeÃ±a,Lance Daly,93,4.8,2011,Drama,unknown
3753,0.244752,8000000.0,40086576.743638255,Salvation Boulevard,Jennifer Connelly|Marisa Tomei|Pierce Brosnan|Ed Harris|Greg Kinnear,George Ratliff,96,4.9,2011,Comedy,Mandalay Vision
3754,0.2438,14767252.73739476,40086576.743638255,Alyce Kills,Jade Dornfeld|Tamara Feldman|James Duval|Larry Cedar|Eddie Rouse,Jay Lee,90,5.8,2011,Horror,Scream HQ
3755,0.243777,8000.0,469947.0,Weekend,Tom Cullen|Chris New|Jonathan Race|Laura Freeman|Loreto Murray,Andrew Haigh,96,7.4,2011,Drama,EM Media
3756,0.239333,14767252.73739476,40086576.743638255,The Witches of Oz,Christopher Lloyd|Sean Astin|Mia Sara|Ethan Embry|Paulie Redding,Leigh Scott,164,4.3,2011,Fantasy,unknown
3757,0.237352,14767252.73739476,40086576.743638255,Burn Notice: The Fall of Sam Axe,Bruce Campbell|Chandra West|Kiele Sanchez|John Diehl|Kiele Sanchez,Jeffrey Donovan,120,6.6,2011,Comedy,FoxTelecolombia
3758,0.198863,500000.0,171760.0,Kill List,Neil Maskell|MyAnna Buring|Harry Simpson|Michael Smiley|Struan Rodger,Ben Wheatley,95,5.9,2011,Horror,Rook Films
3759,0.252508,14767252.73739476,40086576.743638255,Zeitgeist: Moving Forward,Robert Sapolsky|GÃ¡bor MÃ¡tÃ©|Richard G. Wilkinson|James Gilligan|John McMurtry,Peter Joseph,201,7.2,2011,Documentary,Gentle Machine Productions LLC
3760,0.191228,25000000.0,40086576.743638255,è³½å¾·å…‹Â·å·´èŠ (ä¸Š)  å¤ªé™½æ——,Umin Boya|Chi-Wei Cheng|Lin Ching-Tai|Masanobu Ando|Vivian Hsu,Te-Sheng Wei,144,6.0,2011,Drama,ARS Film Production
3761,0.23431,14767252.73739476,40086576.743638255,Hideaways,Rachel Hurd-Wood|Thomas Brodie-Sangster|Tom Collins|Lesley Conroy|Stuart Graham,AgnÃ¨s Merlet,90,6.1,2011,Fantasy,FidÃ©litÃ© Productions
3762,0.233072,14767252.73739476,40086576.743638255,The Chaperone,Paul Michael LÃ©vesque|Kevin Corrigan|JosÃ© ZÃºÃ±iga|Kevin Rankin|Ariel Winter,Stephen Herek,103,5.7,2011,Comedy,WWE Studios
3763,0.233002,14767252.73739476,40086576.743638255,Red Faction: Origins,Tamzin Merchant|Danielle Nicolet|Brian J. Smith|Kate Vernon|Devon Graye,Michael Nankin,91,5.0,2011,Science Fiction,Universal Cable Productions
3764,0.229734,14767252.73739476,40086576.743638255,The Suite Life Movie,Cole Sprouse|Dylan Sprouse|Brenda Song|Debby Ryan|Matthew Timmons,Sean McNamara,79,5.4,2011,Adventure,Disney Channel
3765,0.228643,3.0,40086576.743638255,Death of a Superhero,Andy Serkis|Thomas Brodie-Sangster|Michael McElhatton|Sharon Horgan|Aisling Loftus,Ian Fitzgibbon,97,6.5,2011,Animation,Bavaria Pictures
3766,0.226575,13000000.0,98441954.0,Justin Bieber: Never Say Never,Justin Bieber|Miley Cyrus|Usher Raymond|Jaden Smith|Sean Kingston,Jon M. Chu,105,5.3,2011,Documentary,Insurge Pictures
3767,0.094131,600000.0,40086576.743638255,Fase 7,Daniel Hendler|JazmÃ­n Stuart|Yayo Guridi|Federico Luppi|Abian Vainstein,NicolÃ¡s Goldbart,95,4.7,2011,Thriller,Instituto Nacional de Cine y Artes Audiovisuales (INCAA)
3768,0.217789,14767252.73739476,40086576.743638255,Portal: No Escape,Danielle Rayne|Alex Albrecht|Brad Arnold|James Logan,Dan Trachtenberg,7,6.9,2011,Science Fiction,unknown
3769,0.21606,14767252.73739476,40086576.743638255,Megan is Missing,Amber Perkins|Rachel Quinn|Dean Waite|Jael Elizabeth Steinmeyer|Kara Wang,Michael Goi,85,5.6,2011,Drama,unknown
3770,0.214172,25000000.0,40086576.743638255,Bunraku,Josh Hartnett|Demi Moore|Woody Harrelson|Ron Perlman|Gackt Camui,Guy Moshe,118,5.6,2011,Thriller,Ram Bergman Productions
3771,0.212229,15000000.0,40086576.743638255,Bag of Bones,Pierce Brosnan|Melissa George|Annabeth Gish|Anika Noni Rose|Matt Frewer,Mick Garris,157,5.5,2011,Drama,Headline Pictures
3772,0.211125,14767252.73739476,40086576.743638255,Wonders of the Universe,Brian Cox,Chris Holt|Stephen Cooter|Michael Lachmann,240,6.6,2011,Documentary,BBC
3773,0.210653,14767252.73739476,7732325.0,Born to Be Wild,Morgan Freeman|Birute Galdikas|Daphne Sheldrick,David Lickley,40,7.2,2011,Documentary,Imax Film Entertainment
3774,0.330422,1000000.0,40086576.743638255,Fastest,Valentino Rossi|Ben Spies|Jorge Lorenzo|Casey Stoner|Marco Simoncelli,Mark Neale,110,7.3,2011,Documentary,Media X International
3775,0.208455,14767252.73739476,40086576.743638255,Evidence,Ryan McCoy|Brett Rosenberg|Abigail Richie|Ashley Bracken,Howie Askins,78,4.8,2011,Horror,RynoRyder Productions Inc.
3776,0.207216,14767252.73739476,40086576.743638255,Good Neighbours,Jay Baruchel|Scott Speedman|Emily Hampshire|Gary Farmer|Xavier Dolan,Jacob Tierney,99,5.8,2011,Thriller,Park Ex Pictures
3777,0.2065,14767252.73739476,40086576.743638255,Prep & Landing: Naughty vs. Nice,Sarah Chalke|Dave Foley|Emily Alyn Lind|Chris Parnell|Derek Richardson,Kevin Deters|Stevie Wermers,22,6.2,2011,Animation,unknown
3778,0.271394,14767252.73739476,40086576.743638255,Woody Allen: A Documentary,Woody Allen|Diane Keaton|Scarlett Johansson|PenÃ©lope Cruz|Sean Penn,Robert B. Weide,192,7.6,2011,Documentary,Insurgent Media
3779,0.1052,14767252.73739476,40086576.743638255,Jeff Dunham: Controlled Chaos,Jeff Dunham,Michael Simon,90,6.5,2011,Comedy,unknown
3780,0.202351,14767252.73739476,40086576.743638255,La guerre est dÃ©clarÃ©e,ValÃ©rie Donzelli|JÃ©rÃ©mie ElkaÃ¯m|Gabriel ElkaÃ¯m|Brigitte Sy|CÃ©sar Desseix,ValÃ©rie Donzelli,100,7.1,2011,Drama,Rectangle Productions.
3781,0.047609,14767252.73739476,40086576.743638255,The Captains,William Shatner|Patrick Stewart|Avery Brooks|Kate Mulgrew|Scott Bakula,William Shatner,97,6.2,2011,Documentary,Le Big Boss Productions
3782,0.246038,14767252.73739476,40086576.743638255,Panic Button,Scarlett Alice Johnson|Jack Gordon|Michael Jibson|Elen Rhys|Joshua Richards,Chris Crow,96,4.9,2011,Horror,Movie Mogul Films
3783,0.196225,4200000.0,40086576.743638255,Memorial Day,Jonathan Bennett|James Cromwell|Jackson Bond|Mary Kay Fortier-Spalding|Emily Fradenburgh,Sam Fischer	,108,5.6,2011,Action,185 Trax
3784,0.195415,650000.0,40086576.743638255,247Â°F,Scout Taylor-Compton|Travis Van Winkle|Michael Copon|Christina Ulloa|Tyler Mane,Levan Bakhia|Beqa Jguburia,90,5.4,2011,Horror,Sarke Studio
3785,0.195283,17000.0,101236.0,Bellflower,Evan Glodell|Jessie Wiseman|Tyler Dawson|Rebekah Brandes|Vincent Grashaw,Evan Glodell,106,6.7,2011,Action,Coatwolf Productions
3786,0.193681,10000000.0,4417580.0,"Jeff, Who Lives at Home",Jason Segel|Ed Helms|Susan Sarandon|Judy Greer|Rae Dawn Chong,Mark Duplass|Jay Duplass,83,5.9,2011,Drama,Indian Paintbrush
3787,0.189998,14767252.73739476,40086576.743638255,The Ballad of Nessie,Billy Connolly,Stevie Wermers,6,6.7,2011,Animation,Walt Disney Animation Studios
3788,0.189663,3000000.0,22000.0,The Divide,Lauren German|Michael Biehn|Milo Ventimiglia|Courtney B. Vance|Ashton Holmes,Xavier Gens,112,5.6,2011,Science Fiction,Instinctive Film
3789,0.188644,14767252.73739476,40086576.743638255,6 Days to Air: The Making of South Park,Trey Parker|Matt Stone|Bill Hader,Arthur Bradford,42,6.6,2011,Documentary,Comedy Central
3790,0.070508,14767252.73739476,40086576.743638255,Magic Beyond Words: The JK Rowling Story,Poppy Montgomery|Emily Holmes|Antonio Cupo|Janet Kidder|Madison Desjarlais,Paul A. Kaufman,87,7.2,2011,Drama,Lifetime Television
3791,0.187971,14767252.73739476,1126525.0,The Deep Blue Sea,Rachel Weisz|Tom Hiddleston|Simon Russell Beale|Harry Hadden-Paton|Jolyon Coy,Terence Davies,98,5.5,2011,Drama,UK Film Council
3792,0.184658,14767252.73739476,40086576.743638255,La Nouvelle Guerre des boutons,Laetitia Casta|Guillaume Canet|Jean Texier|Ilona Bachelier|ClÃ©ment Godefroy,Christophe Barratier,100,5.7,2011,Adventure,La Petite Reine
3793,0.103268,14767252.73739476,40086576.743638255,Wake Wood,Aidan Gillen|Eva Birthistle|Timothy Spall|Ella Connolly|Amelia Crowley,David Keating,90,6.3,2011,Drama,Hammer Film Productions
3794,0.183134,14767252.73739476,40086576.743638255,"Toi, moi, les autres",LeÃ¯la Bekhti|Benjamin Siksou|CÃ©cile Cassel|Chantal Lauby|Nicolas BrianÃ§on,Audrey Estrougo,0,5.2,2011,Music,unknown
3795,0.028666,14767252.73739476,40086576.743638255,Cherry,Kyle Gallner|Laura Allen|Britt Robertson|Esai Morales|John Judd,Jeffrey Fine,99,6.6,2011,Comedy,unknown
3796,0.181614,14767252.73739476,40086576.743638255,Project Nim,Bob Angelini|Bern Cohen|Reagan Leonard,James Marsh,93,7.2,2011,Documentary,unknown
3797,0.144722,14767252.73739476,40086576.743638255,The Lost Valentine,Jennifer Love Hewitt|Betty White|Sean Faris|Gil Gerard|Meghann Fahy,Darnell Martin,100,7.3,2011,TV Movie,Hallmark Hall of Fame Productions
3798,0.181427,45202.0,225861.0,Life in a Day,Cindy Baer|Moica|Caryn Waechter|Drake Shannon,Kevin Macdonald|Zillah Bowes,95,7.3,2011,Documentary,Scott Free Productions
3799,0.180846,14767252.73739476,40086576.743638255,Blood Out,50 Cent|Val Kilmer|Luke Goss|Vinnie Jones|AnnaLynne McCord,Jason Hewitt,90,6.3,2011,Action,Lions Gate Entertainments
3800,0.179587,14767252.73739476,40086576.743638255,Hetjur Valhallar - ÃžÃ³r,Justin Gregg|Paul Tylak|Nicola Coughlan|Liz Lloyd|Alan Stanford,Oskar JÃ³nasson|Toby Genkel|Gunnar Karlsson,80,5.1,2011,Animation,Ulysse Production
3801,0.164515,160000000.0,344420111.0,X-Men: First Class,James McAvoy|Michael Fassbender|Jennifer Lawrence|Kevin Bacon|Rose Byrne,Matthew Vaughn,132,7.0,2011,Action,Ingenious Film Partners
3802,0.179339,2000000.0,40086576.743638255,The Speed of Thought,Nick Stahl|Taryn Manning|Wallace Shawn|MÃ­a Maestro,Evan Oppenheimer,94,3.0,2011,Action,Black Sand Pictures
3803,0.250308,14767252.73739476,40086576.743638255,The Pool Boys,Efren Ramirez|Matthew Lillard|Brett Davern|Jennifer Walcott|Rachelle Lefevre,J.B. Rogers,84,4.6,2011,Comedy,A-Mark Entertainment
3804,0.174743,1000000.0,40086576.743638255,Anuvahood,Adam Deacon|Ollie Barbieri |Jazzie Zonzolo|Michael Vu|Richie Campbell,Adam Deacon|Daniel Toland,88,7.3,2011,Comedy,Gunslinger
3805,0.208023,14767252.73739476,40086576.743638255,Christopher and His Kind,Matt Smith|Toby Jones|Imogen Poots|Lindsay Duncan|Iddo Goldberg,Geoffrey Sax,90,6.7,2011,Drama,Mammoth Screen
3806,0.17304,14767252.73739476,790421.0,Thin Ice,Greg Kinnear|Lea Thompson|Billy Crudup|Alan Arkin|Scott Crouch,Jill Sprecher,93,5.9,2011,Crime,ATO Pictures
3807,0.215977,14767252.73739476,40086576.743638255,Chillerama,Richard Riehle|Adam Rifkin|Ray Wise|Sarah Mutch|Owen Benjamin,Adam Green|Joe Lynch|Adam Rifkin|Tim Sullivan,120,5.9,2011,Horror,ArieScope Pictures
3808,0.172285,14767252.73739476,40086576.743638255,Burning Man,Matthew Goode|Bojana NovakoviÄ‡|Essie Davis|Rachel Griffiths|Elizabeth Blackmore,Jonathan Teplitzky,111,6.7,2011,Comedy,unknown
3809,0.171586,14767252.73739476,40086576.743638255,Nova Zembla,Doutzen Kroes|Derek de Lint|Jan Decleir|Robert de Hoog,Reinout Oerlemans,108,5.5,2011,History,Eyeworks Film & TV Drama
3810,0.169357,14767252.73739476,40086576.743638255,"Good Luck Charlie, It's Christmas!",Bridgit Mendler|Mia Talerico|Leigh-Allyn Baker|Bradley Steven Perry|Jason Dolley,Arlene Sanford,85,6.1,2011,Comedy,Disney Channel
3811,0.169338,14767252.73739476,40086576.743638255,Choose,Katheryn Winnick|Nicholas Tucci|Kevin Pollak|Bruce Dern|Richard Short,Marcus Graves,83,4.0,2011,Crime,The 7th Floor
3812,0.18015,5000000.0,40086576.743638255,Age of the Dragons,Danny Glover|Vinnie Jones|Corey Sevier|Sofia Pernas|Larry Bagby,Ryan Little,91,4.3,2011,Action,unknown
3813,0.168143,1500000.0,40086576.743638255,House of the Rising Sun,Dave Bautista|Amy Smart|Dominic Purcell|Danny Trejo|Debra Harrison-Lowe,Brian Miller,90,4.0,2011,Action,Berkshire Axis Media
3814,0.167149,14767252.73739476,2550508.0,Jiro Dreams of Sushi,Jiro Ono|Masuhiro Yamamoto|Yoshikazu Ono|Daisuke Nakazama|Hachiro Mizutani,David Gelb,82,7.8,2011,Documentary,Sundial Pictures
3815,0.165548,4000000.0,40086576.743638255,Quarantine 2: Terminal,George Back|Andrew Bennator|Jason Benjamin|Bre Blair|Lynn Cole,John Pogue,86,4.3,2011,Horror,Sony Pictures Home Entertainment
3816,0.123049,14767252.73739476,40086576.743638255,Amanda Knox: Murder on Trial in Italy,Hayden Panettiere|Vincent Riotta|Paolo Romio|Marcia Gay Harden|Amanda Fernando Stevens,Robert Dornhelm,87,6.8,2011,Crime,unknown
3817,0.16468,14767252.73739476,40086576.743638255,Salvando al Soldado Perez,JoaquÃ­n Cosio|Gerardo Taracena|Jaime Camil|Miguel Rodarte|JesÃºs Ochoa,Beto GÃ³mez,105,6.0,2011,Action,unknown
3818,0.331313,250000.0,1000000.0,Louis C.K.: Live at the Beacon Theater,Louis C.K.,Louis C.K.,62,7.9,2011,Comedy,unknown
3819,0.161003,14767252.73739476,40086576.743638255,I Am,Marc Ian Barasch|Coleman Barks|Jim Carrey|Noam Chomsky|John Francis,Tom Shadyac,76,6.5,2011,Documentary,Flying Eye Productions
3820,0.160529,14767252.73739476,366377.0,The Oranges,Leighton Meester|Hugh Laurie|Alia Shawkat|Allison Janney|Catherine Keener,Julian Farino,90,5.1,2011,Comedy,Likely Story
3821,0.160177,14767252.73739476,40086576.743638255,The Whisperer in Darkness,Stephen Blackehart|Matt Foyer|Barry Lynch|Annie Abrams|Matt Lagan,Sean Branney,104,6.4,2011,Thriller,unknown
3822,0.159707,14767252.73739476,40086576.743638255,Sand Sharks,Corin Nemec|Brooke Hogan|Vanessa Evigan|Eric Scott Woods|Gina Holden,Mark Atkins,87,2.1,2011,Comedy,Rogue State
3823,0.155675,14767252.73739476,40086576.743638255,The Theatre Bizarre,Udo Kier|Virginia Newcomb|Amanda Marquardt|Amelia M. Gotham|Catriona MacColl,Buddy Giovinazzo|Douglas Buck|David Gregory|Karim Hussain|Tom Savini|Richard Stanley,114,5.8,2011,Horror,Severin Films
3824,0.068431,14767252.73739476,40086576.743638255,Inbred,Jo Hartley|Seamus O'Neill|James Doherty|James Burrows|Neil Leiper,Alex Chandon,90,5.3,2011,Comedy,New Flesh Films
3825,0.1471,2000000.0,40086576.743638255,Scream of the Banshee,Lance Henriksen|Lauren Holly|Edrick Browne,Steven C. Miller,90,5.1,2011,Horror,unknown
3826,0.146477,30000000.0,40086576.743638255,Kill Bill: The Whole Bloody Affair,Uma Thurman|Lucy Liu|Vivica A. Fox|Daryl Hannah|David Carradine,Quentin Tarantino,247,8.1,2011,Crime,Miramax Films
3827,0.145217,14767252.73739476,40086576.743638255,Division III: Football's Finest,Andy Dick|Marshall Cook|Bryan Callen|Michael Jace|Mo Collins,Marshall Cook,98,5.2,2011,Comedy,unknown
3828,0.140601,1340000.0,40086576.743638255,Episode 50,Josh Folan|Chris Perry|Natalie Wetta|Keithen Hergott|Eleanor Wilson,Joe Smalley|Tess Smalley,78,3.3,2011,Horror,Compound B
3829,0.140428,14767252.73739476,40086576.743638255,Poupoupidou,Jean-Paul Rouve|Sophie Quinton|Olivier Rabourdin|Guillaume Gouix|ArsinÃ©e Khanjian,GÃ©rald Hustache-Mathieu,102,6.1,2011,Comedy,France 2 CinÃ©ma
3830,0.135626,14767252.73739476,429766.0,Page One: Inside the New York Times,David Carr|Brian Stelter|Bruce Headlam|Richard Perez-Pena|Sarah Ellison,Andrew Rossi,88,7.2,2011,Documentary,Participant Media
3831,0.135523,97.0,40086576.743638255,Suing The Devil,Malcolm McDowell|Shannen Fields|Corbin Bernsen|Tom Sizemore|Bart Bronson,Timothy A. Chey,104,4.1,2011,Comedy,Mouthwatering Productions
3832,0.135239,9000000.0,18663238.0,Glee: The Concert Movie,Dianna Agron|Lea Michele|Gwyneth Paltrow|Darren Criss|Chris Colfer,Kevin Tancharoen,84,6.3,2011,Documentary,20th Century Fox
3833,0.135061,14767252.73739476,40086576.743638255,"A Fairly Odd Movie: Grow Up, Timmy Turner!",Drake Bell|Daniella Monet|Jason Alexander|Cheryl Hines|Susanne Blakeslee,Savage Steve Holland,57,4.2,2011,Family,Pacific Bay Entertainment Canada
3834,0.134892,14767252.73739476,40086576.743638255,The Ouija Experiment,Justin Armstrong|Swisyzinna Moore|Carson Underwood|Eric Window|David Clark,Israel Luna,88,4.3,2011,Horror,La Luna Entertainment
3835,0.256142,14767252.73739476,40086576.743638255,George Harrison: Living in the Material World,George Harrison|Paul McCartney|John Lennon|Ringo Starr|Eric Clapton,Martin Scorsese,208,8.0,2011,Music,unknown
3836,0.133719,14767252.73739476,40086576.743638255,A Haunting in Salem,Bill Oberst Jr.|Courtney Abbiati|Jenna Stone|Nicholas Harsin|Carey Van Dyke,Shane Van Dyke,90,2.8,2011,Horror,unknown
3837,0.133595,14767252.73739476,40086576.743638255,Seconds Apart,Edmund Entin|Gary Entin|Samantha Droke|Louis Herthum|Morgana Shaw,Antonio Negret,89,5.7,2011,Horror,After Dark Films
3838,0.133387,14767252.73739476,40086576.743638255,H2O Just Add Water - The Movie,Cariba Heine|Phoebe Tonkin|Claire Holt|Angus McLaren,Jonathan M. Shiff,91,7.1,2011,Fantasy,ZDF Enterprises
3839,0.409151,14767252.73739476,40086576.743638255,Husk,Devon Graye|Wes Chatham|C.J. Thomason|Tammin Sursok|Ben Easter,Brett Simmons,83,5.2,2011,Horror,After Dark Films
3840,0.129723,14767252.73739476,223959.0,Conan O'Brien Can't Stop,Conan O'Brien|Andy Richter|Jimmy Vivino|Scott Healy,Rodman Flender,89,5.7,2011,Comedy,unknown
3841,0.430191,10000000.0,40086576.743638255,Elephant White,Kevin Bacon|Djimon Hounsou|Jirantanin Pitakporntrakul|Weeraprawat Wongpuapan|Suteerush Channukool,Prachya Pinkaew,91,5.3,2011,Action,Millennium Films
3842,0.080413,14767252.73739476,40086576.743638255,Eames: The Architect & The Painter,James Franco,Jason Cohn|Bill Jersey,83,6.9,2011,Documentary,unknown
3843,0.12761,14767252.73739476,40086576.743638255,Eating Out: Drama Camp,Chris Salvatore|Daniel Skelton|Aaron Milo|Ronnie Kroell|Harmony Santana,Q. Allan Brocka,90,6.9,2011,Comedy,unknown
3844,0.132206,14767252.73739476,40086576.743638255,ChromeSkull: Laid to Rest 2,Brian Austin Green|Thomas Dekker|Mimi Michaels|Owain Yeoman|Danielle Harris,Robert Hall,93,4.5,2011,Horror,Dry County Films
3845,0.122656,14767252.73739476,3100000.0,Thor - Tales of Asgard,Christopher Britton|Clancy Brown|Grey Griffin|Paul Dobson|Brian Drummond,Sam Liu,77,6.3,2011,Adventure,Marvel Studios
3846,0.122543,14767252.73739476,40086576.743638255,Undefeated,O.C. Brown|Bill Courtney|Chavis Daniels|Montrail 'Money' Brown ,Daniel Lindsay|T.J. Martin,113,7.8,2011,Documentary,unknown
3847,0.200114,6800000.0,40086576.743638255,Sacrifice,Cuba Gooding Jr.|Christian Slater|Devon Bostick|Kim Coates|Lara Daans,Damian Lee,100,5.6,2011,Action,Zed Filmworks
3848,0.111553,14767252.73739476,40086576.743638255,Girl Model,Ashley Arbaugh|Rachel Blais|Nadya Vall,David Redmon|Ashley Sabin,78,6.5,2011,Documentary,unknown
3849,0.110341,14767252.73739476,40086576.743638255,DeadHeads,Michael McKiddy|Ross Kidder|Markus Taylor|Thomas Galasso|Harry Burkey,Brett Pierce|Drew T. Pierce,94,4.4,2011,Adventure,Splendid Film
3850,0.240847,14767252.73739476,40086576.743638255,CafÃ©,Jennifer Love Hewitt|Jamie Kennedy|Madeline Carroll|Alexa PenaVega|Katie Lowes,Marc Erlbaum,95,5.2,2011,Drama,unknown
3851,0.104959,14767252.73739476,40086576.743638255,Lucky,Colin Hanks|Jeffrey Tambor|Mimi Rogers|Ari Graynor|Ann-Margret,Gil Cates Jr.,103,5.4,2011,Comedy,unknown
3852,0.104134,14767252.73739476,40086576.743638255,Poolboy - Drowning Out the Fury,Kevin Sorbo|Danny Trejo|Ross Patterson|Jason Mewes|Desi Lydic,Garrett Brawith,90,4.3,2011,Comedy,Darknight Pictures
3853,0.098896,20.0,15.0,William & Kate,Camilla Luddington|Nico Evers-Swindell|Samantha Whittaker|Jonathan Patrick Moore|Richard Reid,Mark Rosman,83,5.9,2011,Drama,unknown
3854,0.098806,14767252.73739476,40086576.743638255,First Position,Aran Bell|Rebecca Houseknecht|Joan Sebastian Zamora|Miko Fogarty|Jules Jarvis Fogarty,Bess Kargman,90,7.6,2011,Documentary,First Position Films
3855,0.09734,14767252.73739476,40086576.743638255,La Guerre Des Boutons,Eric Elmosnino|Mathilde Seigner|Fred Testot|Alain Chabat|Vincent Bres,Yann Samuell,109,5.7,2011,Family,TF1 Droits Audiovisuels
3856,0.364116,14767252.73739476,40086576.743638255,Vile,Eric Jay Beck|April Matson|Akeem Smith|Greg Cipes|Elisha Skorman,Taylor Sheridan,90,4.9,2011,Horror,Tony-Seven Films
3857,0.095583,14767252.73739476,40086576.743638255,Cell 213,Bruce Greenwood|Eric Balfour|Michael Rooker|Deborah Valente,Stephen Kay,0,5.2,2011,Horror,Access Motion Pictures
3858,0.147975,2500000.0,40086576.743638255,A Warrior's Heart,Ashley Greene|Kellan Lutz|Gabrielle Anwar|Chord Overstreet|William Mapother,Michael F. Sears,86,5.8,2011,Action,California Pictures
3859,0.097716,14767252.73739476,40086576.743638255,A Holiday Engagement,Bonnie Somerville|Shelley Long|Jordan Bridges|Sam McMurray|Haylie Duff,Jim Fall,92,6.0,2011,TV Movie,unknown
3860,0.08891,750000.0,40086576.743638255,Miss Representation,Cory Booker|Margaret Cho|Katie Couric|Candy Crowley|Geena Davis,Jennifer Siebel Newsom,85,7.8,2011,Documentary,unknown
3861,0.087952,14767252.73739476,40086576.743638255,Talking Funny,Jerry Seinfeld|Louis C.K.|Chris Rock|Ricky Gervais,John Moffitt,50,6.9,2011,Comedy,unknown
3862,0.3527,14767252.73739476,40086576.743638255,Desperately Seeking Santa,Laura Vandervoort|Nick Zano|Paula Brancati|John Bregar|Patrick Garrow,Craig Pryce,86,5.7,2011,Romance,Muse Entertainment Enterprises
3863,0.084534,14767252.73739476,40086576.743638255,Manborg,Adam Brooks|Adam Camara|Jeremy Gillespie|Stephen Gomori|Dylan Gyles,Steven Kostanski,75,4.7,2011,Horror,Astron-6 Video International
3864,0.083269,14767252.73739476,286201.0,Being Elmo: A Puppeteer's Journey,Bill Barretta|Frank Oz|Whoopi Goldberg|Kevin Clash|Fran Brill,Constance Marks,80,7.2,2011,Documentary,unknown
3865,0.082769,14767252.73739476,40086576.743638255,The Devil's Rock,Craig Hall|Matthew Sunderland|Gina Varela|Karlos Drinkwater|Jessica Grace Smith,Paul Campion,83,4.8,2011,Fantasy,New Zealand Film Commission
3866,0.132211,14767252.73739476,40086576.743638255,Foo Fighters: Back and Forth,Dave Grohl|Chris Shiflett|Pat Smear|Taylor Hawkins|Nate Mendel,James Moll,150,7.2,2011,Music,unknown
3867,0.0803,14767252.73739476,40086576.743638255,Les tribulations d'une caissiÃ¨re,DÃ©borah FranÃ§ois|Elsa Zylberstein|Nicolas Giraud|Gilles Cohen|Firmine Richard,Pierre Rambaldi,102,4.4,2011,Comedy,Big World
3868,0.077246,14767252.73739476,40086576.743638255,Paradise Lost 3: Purgatory,Jason Baldwin|Damien Wayne Echols|Jessie Miskelly|John Mark Byers|Gary Gitchell,Joe Berlinger|Bruce Sinofsky,121,7.1,2011,Documentary,unknown
3869,0.076679,14767252.73739476,40086576.743638255,Steve Jobs: Billion Dollar Hippy,Evan Davis,Laura Craig Gray|Tristan Quinn,49,6.2,2011,Documentary,unknown
3870,0.158481,14767252.73739476,40086576.743638255,96 Minutes,Brittany Snow|Christian Serratos|David Oyelowo|Evan Ross|Anna Enger,Aimee Lagos,93,5.3,2011,Drama,Perfect Weekend
3871,0.073751,700000.0,40086576.743638255,Happy,Gregory Berns|Roy Blanchard|Mihaly Csikszentmihalyi|The Dalai Lama|Richard Davison,Roko Belic,75,6.9,2011,Drama,unknown
3872,0.072781,14767252.73739476,40086576.743638255,5 Broken Cameras,unknown,Emad Burnat|Guy Davidi,90,7.6,2011,Foreign,unknown
3873,0.072612,300000.0,40086576.743638255,Some Guy Who Kills People,Kevin Corrigan|Barry Bostwick|Karen Black|Leo Fitzpatrick|Ariel Gade,Jack Perez,97,5.1,2011,Comedy,unknown
3874,0.072393,14767252.73739476,40086576.743638255,The Bling Ring,Austin Butler|Yin Chang|Jennifer Grey|Spencer Locke|Tom Irwin,Michael Lembeck,87,4.1,2011,TV Movie,dick clark productions
3875,0.071193,14767252.73739476,40086576.743638255,My Future Boyfriend,Sara Rue|Barry Watson|Valerie Harper|Jordan Wall|Enisha Brewster,Michael Lange,73,4.7,2011,Fantasy,Bayonne Entertainment
3876,0.068105,14767252.73739476,40086576.743638255,The Fantastic Flying Books of Mr Morris Lessmore,unknown,William Joyce|Brandon Oldenburg,15,7.4,2011,Adventure,Moonbot Studios
3877,0.063811,14767252.73739476,40086576.743638255,The Amityville Haunting,Devin Clark|Jon Kondelik|Tyler Shamy|Luke Barnett,Geoff Meed,86,5.2,2011,Horror,"Asylum, The"
3878,0.277237,14767252.73739476,621951.0,The Greatest Movie Ever Sold,Peter Berg|Paul Brennan|Ralph Nader|Brett Ratner|J.J. Abrams,Morgan Spurlock,90,6.4,2011,Comedy,Snoot Entertainment
3879,0.062682,2902660.0,40086576.743638255,Griff the Invisible,Ryan Kwanten|Maeve Dermody|Marshall Napier|Heather Mitchell,Leon Ford,93,6.0,2011,Action,unknown
