,popularity,budget,profit_earned,revenue,original_title,cast,director,runtime,vote_average,release_year,genre,country,production_company
4954,2.444998,75000000,457680671,532680671,Madagascar,Ben Stiller|Chris Rock|David Schwimmer|Jada Pinkett Smith|Sacha Baron Cohen,Eric Darnell|Tom McGrath,86,6.4,2005,Animation,United States,DreamWorks SKG
4955,2.26533,100000000,130427240,230427240,Constantine,Keanu Reeves|Rachel Weisz|Shia LaBeouf|Djimon Hounsou|Max Baker,Francis Lawrence,121,6.5,2005,Horror,United States,Village Roadshow Pictures
4956,2.248624,40000000,245176741,285176741,Wedding Crashers,Owen Wilson|Vince Vaughn|Christopher Walken|Rachel McAdams|Isla Fisher,David Dobkin,119,6.3,2005,Comedy,United States,New Line Cinema
4957,2.07205,56000000,57006880,113006880,The Pacifier,Vin Diesel|Lauren Graham|Faith Ford|Chris Potter|Brittany Snow,Adam Shankman,95,5.8,2005,Comedy,"Canada, United States",Walt Disney Pictures
4958,1.8447310000000001,132000000,459739379,591739379,War of the Worlds,Tom Cruise|Dakota Fanning|Miranda Otto|Justin Chatwin|Tim Robbins,Steven Spielberg,116,5.9,2005,Fantasy,United States,Paramount Pictures
4959,1.8131279999999999,85000000,77242962,162242962,Memoirs of a Geisha,Zhang Ziyi|Gong Li|Youki Kudoh|Tsai Chin|Suzuka Ohgo,Rob Marshall,145,7.1,2005,Drama,United States,DreamWorks SKG
4960,1.78595,26000000,83449237,109449237,The 40 Year Old Virgin,Steve Carell|Catherine Keener|Paul Rudd|Romany Malco|Seth Rogen,Judd Apatow,116,6.2,2005,Comedy,United States,Universal Pictures
4961,1.7663970000000002,150000000,164432665,314432665,Chicken Little,Zach Braff|Garry Marshall|Don Knotts|Patrick Stewart|Amy Sedaris,Mark Dindal,81,5.6,2005,Animation,United States,Walt Disney Pictures
4962,1.7264700000000002,70000000,298100420,368100420,Hitch,Will Smith|Eva Mendes|Kevin James|Amber Valletta|Julie Ann Emery,Andy Tennant,118,6.3,2005,Comedy,United States,Columbia Pictures Corporation
4963,1.6326379999999898,0,0,0,Prime,Uma Thurman|Bryan Greenberg|Meryl Streep|Annie Parisse|Zak Orth,Ben Younger,102,5.5,2005,Comedy,United States,Universal Pictures
4964,1.610259,25000000,97489822,122489822,Nanny McPhee,Emma Thompson|Colin Firth|Kelly Macdonald|Thomas Brodie-Sangster|Eliza Bennett,Kirk Jones,97,6.1,2005,Comedy,"United States, Great Britain, France",Universal Pictures
4965,1.592578,130000000,81643158,211643158,Kingdom of Heaven,Orlando Bloom|Eva Green|Jeremy Irons|Marton Csokas|Brendan Gleeson,Ridley Scott,144,6.4,2005,History,"United States, Spain, Great Britain",Studio Babelsberg
4966,1.508329,207000000,343000000,550000000,King Kong,Naomi Watts|Jack Black|Adrien Brody|Thomas Kretschmann|Colin Hanks,Peter Jackson,187,6.4,2005,Adventure,United States,WingNut Films
4972,1.497085,53000000,42226116,95226116,Be Cool,John Travolta|Uma Thurman|Vince Vaughn|Cedric the Entertainer|AndrÃ© Benjamin,F. Gary Gray,118,5.3,2005,Comedy,United States,Double Feature Films
4973,1.496807,50000000,-5565561,44434439,Into the Blue,Paul Walker|Jessica Alba|Scott Caan|Ashley Scott|Josh Brolin,John Stockwell,110,5.9,2005,Action,United States,Columbia Pictures Corporation
4974,1.4808540000000001,28000000,93147947,121147947,Pride & Prejudice,Keira Knightley|Matthew Macfadyen|Rosamund Pike|Simon Woods|Donald Sutherland,Joe Wright,128,7.6,2005,Romantic,"France, United States, Great Britain",Universal Pictures
4975,1.4756040000000001,14000000,164043761,178043761,Brokeback Mountain,Heath Ledger|Jake Gyllenhaal|Randy Quaid|Michelle Williams|Anne Hathaway,Ang Lee,134,7.2,2005,Mélo,United States,River Road Entertainment
4976,1.464718,75000000,185696994,260696994,Robots,Robin Williams|Ewan McGregor|Halle Berry|Mel Brooks|Paula Abdul,Chris Wedge|Carlos Saldanha,91,5.9,2005,Animation,United States,Blue Sky Studios
4977,1.444028,0,0,0,Kronk's New Groove,Patrick Warburton|Tracey Ullman|Eartha Kitt|John Goodman|Wendie Malick,Saul Blinkoff|Elliot M. Bour|Robin Steele,72,5.9,2005,Animation,United States,Walt Disney Pictures
4978,1.4055879999999898,87000000,-15926068,71073932,xXx: State of the Union,Ice Cube|Willem Dafoe|Samuel L. Jackson|Scott Speedman|Xzibit,Lee Tamahori,101,4.8,2005,Action,United States,Original Film
4979,1.330824,110000000,368207520,478207520,Mr. & Mrs. Smith,Angelina Jolie|Brad Pitt|Vince Vaughn|Adam Brody|Kerry Washington,Doug Liman,120,6.5,2005,Comedy,United States,20th Century Fox
4980,1.316576,0,3154346,3154346,Hooligans,Elijah Wood|Claire Forlani|Charlie Hunnam|Ross McCall|Leo Gregory,Lexi Alexander,109,7.0,2005,Drama,"United States, Great Britain",Odd Lot Entertainment
4981,1.310993,75000000,67400065,142400065,The Legend of Zorro,Antonio Banderas|Catherine Zeta-Jones|AdriÃ¡n Alonso Barona|Julio Oscar Mechoso|Nick Chinlund,Martin Campbell,129,5.8,2005,Adventure,United States,Amblin Entertainment
4982,1.274645,42000000,-17872105,24127895,Lord of War,Nicolas Cage|Bridget Moynahan|Jared Leto|Ethan Hawke|Eamonn Walker,Andrew Niccol,122,6.9,2005,Drama,United States,Saturn Films
4983,1.270018,43000000,13681566,56681566,Elektra,Jennifer Garner|Goran Visnjic|Will Yun Lee|Cary-Hiroyuki Tagawa|Terence Stamp,Rob Bowman,97,5.0,2005,Super-hero,United States,Twentieth Century Fox Film Corporation
4984,1.266058,0,161451538,161451538,The Ring Two,Naomi Watts|Simon Baker|Elizabeth Perkins|David Dorfman|Gary Cole,Hideo Nakata,110,5.2,2005,Horror,United States,DreamWorks SKG
4985,1.265401,40000000,77195061,117195061,Corpse Bride,Johnny Depp|Helena Bonham Carter|Emily Watson|Tracey Ullman|Paul Whitehouse,Tim Burton|Mike Johnson,77,7.0,2005,Animation,Great Britain,Tim Burton Animation Company
4986,1.210683,70000000,18933562,88933562,Rumor Has It...,Jennifer Aniston|Kevin Costner|Shirley MacLaine|Mark Ruffalo|Richard Jenkins,Rob Reiner,97,5.2,2005,Comedy,United States,Village Roadshow Pictures
4987,1.203532,2200000,-2200000,0,Lie with Me,Lauren Lee Smith|Eric Balfour|Polly Shannon|Mayko Nguyen|Michael Facciolo,ClÃ©ment Virgo,93,5.0,2005,Drama,Canada,Conquering Lion Pictures
4988,1.200307,29000000,-7873775,21126225,The Jacket,Adrien Brody|Keira Knightley|Kris Kristofferson|Jennifer Jason Leigh|Kelly Lynch,John Maybury,103,6.6,2005,Thriller,"United States, Great Britain, Germany",Section Eight
4989,1.148377,72000000,24889998,96889998,Jarhead,Jamie Foxx|Jake Gyllenhaal|Scott MacDonald|Lucas Black|Peter Sarsgaard,Sam Mendes,125,6.4,2005,War,United States,Universal Pictures
4990,1.14217099999999,0,0,0,The Descent,Shauna Macdonald|Natalie Mendoza|Alex Reid|Saskia Mulder|MyAnna Buring,Neil Marshall,99,6.8,2005,Horror,Great Britain,Celador Films
4991,1.110148,39000000,-130536,38869464,Serenity,Nathan Fillion|Gina Torres|Alan Tudyk|Morena Baccarin|Adam Baldwin,Joss Whedon,119,7.3,2005,Fantasy,United States,Universal Pictures
4993,1.107734,4000000,148925093,152925093,Saw II,Tobin Bell|Shawnee Smith|Donnie Wahlberg|Franky G|Glenn Plummer,Darren Lynn Bousman,92,6.2,2005,Horror,United States,Lions Gate Films
4994,1.1028360000000001,58000000,44854431,102854431,Just Like Heaven,Reese Witherspoon|Mark Ruffalo|Donal Logue|Dina Spybey-Waters|Ben Shenkman,Mark Waters,95,6.5,2005,Comedy,United States,DreamWorks SKG
4995,1.08379,57000000,-4965111,52034889,Elizabethtown,Orlando Bloom|Kirsten Dunst|Susan Sarandon|Alec Baldwin|Bruce McGill,Cameron Crowe,123,6.0,2005,Comedy,United States,Paramount Pictures
4996,1.0754270000000001,45000000,47374674,92374674,Four Brothers,Mark Wahlberg|Tyrese Gibson|AndrÃ© Benjamin|Garrett Hedlund|Terrence Howard,John Singleton,109,6.6,2005,Action,United States,Paramount Pictures
4997,1.056592,4800000,75778934,80578934,Hostel,Jay Hernandez|Derek Richardson|Eythor Gudjonsson|Barbara Nedeljakova|Jana Kaderabkova,Eli Roth,94,5.7,2005,Horror,United States,International Production Company
4998,1.05364,15000000,785148,15785148,Kiss Kiss Bang Bang,Robert Downey Jr.|Val Kilmer|Michelle Monaghan|Corbin Bernsen|Dash Mihok,Shane Black,103,7.1,2005,Grotesque,United States,Silver Pictures
4999,1.053307,88000000,20539911,108539911,Cinderella Man,Russell Crowe|RenÃ©e Zellweger|Paul Giamatti|Craig Bierko|Paddy Considine,Ron Howard,144,7.0,2005,Drama,United States,Miramax Films
5000,1.051177,15000000,70306374,85306374,Match Point,Jonathan Rhys Meyers|Scarlett Johansson|Emily Mortimer|Brian Cox|Penelope Wilton,Woody Allen,124,7.1,2005,Drama,"United States, Great Britain",DreamWorks
5001,1.045798,25000000,97644820,122644820,Hide and Seek,Robert De Niro|Dakota Fanning|Famke Janssen|Elisabeth Shue|Amy Irving,John Polson,101,6.2,2005,Thriller,United States,Twentieth Century Fox Film Corporation
5002,1.014707,85000000,46426169,131426169,Bewitched,Nicole Kidman|Will Ferrell|Shirley MacLaine|Michael Caine|Jason Schwartzman,Nora Ephron,102,4.9,2005,Comedy,United States,Columbia Pictures Corporation
5003,1.013787,0,83073883,83073883,In Her Shoes,Cameron Diaz|Toni Collette|Shirley MacLaine|Richard Burgi|Candice Azzara,Curtis Hanson,130,5.9,2005,Comedy,United States,Fox 2000 Pictures
5004,1.001465,60000000,-4012679,55987321,Doom,Dwayne Johnson|Karl Urban|Rosamund Pike|Ben Daniels|Deobia Oparei,Andrzej Bartkowiak,100,4.9,2005,Fantasy,"United States, Czech Republic",Di Bonaventura Pictures
5005,0.9851639999999999,0,50817508,50817508,Just Friends,Ryan Reynolds|Amy Smart|Anna Faris|Chris Klein|Chris Marquette,Roger Kumble,96,5.7,2005,Comedy,"Germany, United States, Canada",Cinerenta Medienbeteiligungs KG
5006,0.982784,60000000,69181830,129181830,Cheaper by the Dozen 2,Steve Martin|Eugene Levy|Bonnie Hunt|Tom Welling|Jonathan Bennett,Adam Shankman,94,5.8,2005,Comedy,United States,Twentieth Century Fox Film Corporation
5007,0.9481700000000001,30000000,28405313,58405313,Must Love Dogs,Diane Lane|John Cusack|Elizabeth Perkins|Christopher Plummer|Dermot Mulroney,Gary David Goldberg,98,6.0,2005,Comedy,United States,Warner Bros. Pictures
5008,0.9184760000000001,20000000,-12464669,7535331,Proof,Gwyneth Paltrow|Anthony Hopkins|Jake Gyllenhaal|Hope Davis|Danny McCarthy,John Madden,100,6.1,2005,Drama,Australia,Miramax Films
5012,0.906223,80000000,82944923,162944923,The Interpreter,Nicole Kidman|Sean Penn|Catherine Keener|Jesper Christensen|Yvan Attal,Sydney Pollack,128,6.2,2005,Thriller,"Great Britain, United States, France",Universal Pictures
5013,0.8999440000000001,88000000,17316267,105316267,The Brothers Grimm,Heath Ledger|Matt Damon|Mackenzie Crook|Roger Ashton-Griffiths|Peter Stormare,Terry Gilliam,118,5.4,2005,Fantasy,"Great Britain, United States, Czech Republic",The Weinstein Company
5014,0.8938790000000001,30000000,-11381716,18618284,An Unfinished Life,Robert Redford|Jennifer Lopez|Morgan Freeman|Becca Gardner|Josh Lucas,Lasse HallstrÃ¶m,108,6.9,2005,Drama,United States,Miramax Films
5015,0.887848,52000000,25944725,77944725,Hostage,Bruce Willis|Kevin Pollak|Jimmy Bennett|Michelle Horn|Ben Foster,Florent-Emilio Siri,113,6.0,2005,Action,"United States, Germany",Miramax Films
5016,0.885834,50000000,60803676,110803676,The Dukes of Hazzard,Johnny Knoxville|Seann William Scott|Jessica Simpson|Willie Nelson|Burt Reynolds,Jay Chandrasekhar,104,5.2,2005,Comedy,United States,Village Roadshow Pictures
5017,0.869394,70000000,60358911,130358911,Munich,Eric Bana|Daniel Craig|CiarÃ¡n Hinds|Mathieu Kassovitz|Hanns Zischler,Steven Spielberg,164,6.7,2005,Drama,United States,DreamWorks SKG
5018,0.857834,19000000,125216468,144216468,The Exorcism of Emily Rose,Laura Linney|Tom Wilkinson|Campbell Scott|Jennifer Carpenter|Kenneth Welsh,Scott Derrickson,122,6.2,2005,Horror,United States,Lakeshore Entertainment
5019,0.8529690000000001,6500000,18293509,24793509,Thank You for Smoking,Aaron Eckhart|Maria Bello|Cameron Bright|Adam Brody|Sam Elliott,Jason Reitman,92,7.1,2005,Comedy,United States,Fox Searchlight Pictures
5020,0.839023,22000000,400154,22400154,Deuce Bigalow: European Gigolo,Rob Schneider|Eddie Griffin|Jeroen KrabbÃ©|Til Schweiger|Hanna Verboom,Mike Bigelow,83,4.8,2005,Comedy,United States,Columbia Pictures Corporation
5021,0.835676,50000000,44000000,94000000,Syriana,George Clooney|Matt Damon|Jeffrey Wright|Chris Cooper|Amanda Peet,Stephen Gaghan,128,6.0,2005,Spy,United States,Section Eight
5022,0.8320540000000001,84000000,-84000000,0,Son of the Mask,Jamie Kennedy|Alan Cumming|Traylor Howard|Kal Penn|Steven Wright,Lawrence Guterman,94,3.9,2005,Comedy,United States,New Line Cinema
5023,0.8265680000000001,50000000,-7906294,42093706,Oliver Twist,Barney Clark|Ben Kingsley|Jamie Foreman|Harry Eden|Edward Hardwicke,Roman Polanski,130,6.6,2005,Drama,Great Britain,R.P. Productions
5038,0.8248690000000001,43000000,48974818,91974818,The Skeleton Key,Kate Hudson|Gena Rowlands|Peter Sarsgaard|John Hurt|Joy Bryant,Iain Softley,104,6.3,2005,Thriller,United States,Universal Pictures
5039,0.79295,12000000,-11989711,10289,Chaos,Jason Statham|Ryan Phillippe|Wesley Snipes|Henry Czerny|Justine Waddell,Tony Giglio,106,6.3,2005,Comedy,France,Current Entertainment
5041,0.786786,30000000,63772522,93772522,Racing Stripes,Frankie Muniz|Mandy Moore|Hayden Panettiere|Bruce Greenwood|Wendie Malick,Frederik Du Chau,102,5.1,2005,Comedy,"South Africa, United States",Alcon Entertainment
5042,0.784909,7000000,47600000,54600000,"Good Night, and Good Luck.",David Strathairn|Jeff Daniels|Alex Borstein|Rose Abdoo|Dianne Reeves,George Clooney,93,6.4,2005,Drama,United States,Warner Independent Pictures (WIP)
5043,0.7756770000000001,30000000,46669806,76669806,Coach Carter,Samuel L. Jackson|Rob Brown|Robert Ri'chard|Rick Gonzalez|Channing Tatum,Thomas Carter,136,7.3,2005,Drama,United States,Paramount Pictures
5044,0.7739010000000001,32000000,28740827,60740827,A History of Violence,Viggo Mortensen|Maria Bello|Heidi Hayes|Ashton Holmes|William Hurt,David Cronenberg,96,6.7,2005,Gangster,"United States, Germany",New Line Cinema
5045,0.773231,19000000,89047131,108047131,The Amityville Horror,Ryan Reynolds|Melissa George|Jesse James|ChloÃ« Grace Moretz|Jimmy Bennett,Andrew Douglas,90,6.0,2005,Horror,United States,Platinum Dunes
5049,0.767076,100000000,102026112,202026112,Fun with Dick and Jane,Jim Carrey|TÃ©a Leoni|Alec Baldwin|Richard Jenkins|Angie Harmon,Dean Parisot,90,5.9,2005,Comedy,United States,Imagine Entertainment
5051,0.743639,45000000,5871113,50871113,Unleashed,Jet Li|Morgan Freeman|Bob Hoskins|Vincent Regan|Dylan Brown,Louis Leterrier,103,6.5,2005,Drama,"France, United States, Great Britain, Hong Kong",Canal Plus
5052,0.738384,45000000,-28190986,16809014,Rebound,Martin Lawrence|Wendy Raquel Robinson|Breckin Meyer|Horatio Sanz|Patrick Warburton,Steve Carr,103,5.5,2005,Comedy,United States,Twentieth Century Fox Film Corporation
5053,0.737768,35000000,33915888,68915888,Guess Who,Bernie Mac|Ashton Kutcher|Zoe Saldana|Judith Scott|Hal Williams,Kevin Rodney Sullivan,105,5.4,2005,Comedy,United States,Columbia Pictures
5054,0.733587,169000,18395702,18564702,Keeping Mum,Rowan Atkinson|Kristin Scott Thomas|Maggie Smith|Patrick Swayze|Tamsin Egerton,Niall Johnson,103,6.5,2005,Comedy,Great Britain,Summit Entertainment
5055,0.726858,35000000,-4473491,30526509,Two for the Money,Al Pacino|Matthew McConaughey|Rene Russo|Armand Assante|Jeremy Piven,D.J. Caruso,122,5.9,2005,Thriller,United States,Universal Pictures
5056,0.722961,2000000,3967038,5967038,Harsh Times,Christian Bale|Freddy RodrÃ­guez|Eva Longoria|Chaka Forman|Tammy Trull,David Ayer,120,6.0,2005,Thriller,United States,The Weinstein Company
5057,0.7195020000000001,55000000,168387299,223387299,Flightplan,Jodie Foster|Peter Sarsgaard|Sean Bean|Kate Beahan|Michael Irby,Robert Schwentke,98,6.0,2005,Thriller,United States,Imagine Entertainment
5058,0.718616,30000000,5294470,35294470,Assault on Precinct 13,Ethan Hawke|Laurence Fishburne|Gabriel Byrne|Maria Bello|Drea de Matteo,Jean-FranÃ§ois Richet,109,5.9,2005,Thriller,United States,Rogue Pictures
5062,0.709751,0,0,0,The Perfect Man,Hilary Duff|Heather Locklear|Chris Noth|Mike O'Malley|Ben Feldman,Mark Rosman,100,5.7,2005,Comedy,United States,Universal Pictures
5063,0.7092350000000001,10000000,35742101,45742101,Broken Flowers,Bill Murray|Julie Delpy|Sharon Stone|Tilda Swinton|Jessica Lange,Jim Jarmusch,105,6.7,2005,Comedy,United States,Bac Films
5064,0.707056,20000000,-7517225,12482775,The Weather Man,Nicolas Cage|Michael Caine|Hope Davis|Gemmenne de la PeÃ±a|Nicholas Hoult,Gore Verbinski,101,5.7,2005,Comedy,United States,Paramount Pictures
5065,0.700854,0,0,0,Revolver,Jason Statham|Ray Liotta|Vincent Pastore|AndrÃ© Benjamin|Mark Strong,Guy Ritchie,115,6.2,2005,Crime,Italy,Destination Films
5067,0.699883,1000000,26762648,27762648,Wolf Creek,John Jarratt|Cassandra Magrath|Kestie Morassi|Nathan Phillips|Andy McPhee,Greg McLean,99,5.8,2005,Horror,Australia,Australian Film Finance Corporation
5068,0.694404,15000000,31770602,46770602,Land of the Dead,Simon Baker|John Leguizamo|Dennis Hopper|Robert Joy|Asia Argento,George A. Romero,93,5.8,2005,Horror,"Canada, France, United States",Universal Pictures
5069,0.685198,0,0,0,Miss Congeniality 2: Armed and Fabulous,Sandra Bullock|Regina King|Enrique Murciano|William Shatner|Eileen Brennan,John Pasquin,115,5.3,2005,Comedy,United States,Village Roadshow Pictures
5070,0.681157,28000000,158438883,186438883,Walk the Line,Joaquin Phoenix|Reese Witherspoon|Ginnifer Goodwin|Robert Patrick|Tyler Hilton,James Mangold,136,7.0,2005,Biography,United States,Tree Line Films
5071,0.67686,0,0,0,The Family Stone,Claire Danes|Diane Keaton|Rachel McAdams|Dermot Mulroney|Sarah Jessica Parker,Thomas Bezucha,103,6.2,2005,Drama,United States,Fox 2000 Pictures
5072,0.665701,30000000,12886719,42886719,A Lot Like Love,Ashton Kutcher|Amanda Peet|Aimee Garcia|Taryn Manning|Ali Larter,Nigel Cole,107,6.5,2005,Comedy,United States,Mile High Productions
5073,0.6646880000000001,40000000,6442528,46442528,Get Rich or Die Tryin',50 Cent|Joy Bryant|Adewale Akinnuoye-Agbaje|Omar Benson Miller|Terrence Howard,Jim Sheridan,117,6.5,2005,Biography,United States,Paramount Pictures
5074,0.663860999999999,45000000,11070433,56070433,Kicking & Screaming,Will Ferrell|Robert Duvall|Kate Walsh|Musetta Vander|Josh Hutcherson,Jesse Dylan,95,5.8,2005,Comedy,United States,Universal Pictures
5075,0.663397999999999,4000000,-3133001,866999,MirrorMask,Stephanie Leonidas|Jason Barry|Rob Brydon|Gina McKee|Dora Bryan,Dave McKean,101,6.5,2005,Fantasy,"Great Britain, United States",Destination Films
5076,0.661616,35000000,-15705099,19294901,Cursed,Portia de Rossi|Christina Ricci|Jesse Eisenberg|Milo Ventimiglia|Judy Greer,Wes Craven,97,5.0,2005,Horror,United States,Craven-Maddalena Films
5077,0.661473,50000000,-41657868,8342132,Stay,Ewan McGregor|Ryan Gosling|Naomi Watts|Kate Burton|Elizabeth Reaser,Marc Forster,99,6.4,2005,Thriller,United States,20th Century Fox
5080,0.643145,25000000,2645491,27645491,Ice Princess,Michelle Trachtenberg|Joan Cusack|Amy Stewart|Hayden Panettiere|Kim Cattrall,Tim Fywell,98,5.8,2005,Comedy,"United States, Canada",Walt Disney Pictures
5081,0.636922,82000000,108320568,190320568,The Longest Yard,Adam Sandler|Chris Rock|Burt Reynolds|Michael Irvin|Nelly,Peter Segal,113,6.2,2005,Drama,United States,Paramount Pictures
5085,0.635843,3000000,15637690,18637690,Waiting...,Ryan Reynolds|Anna Faris|Justin Long|David Koechner|Luis GuzmÃ¡n,Rob McKittrick,94,6.0,2005,Comedy,United States,L.I.F.T. Production
5086,0.6354810000000001,32000000,65918663,97918663,Are We There Yet?,Ice Cube|Nia Long|Aleisha Allen|Philip Bolden|Jay Mohr,Brian Levant,95,5.4,2005,Comedy,United States,Columbia Pictures
5087,0.6269,80000000,-74010360,5989640,A Sound of Thunder,Heike Makatsch|Armin Rohde|David Oyelowo|Wilfried Hochholdinger|Edward Burns,Peter Hyams,110,4.8,2005,Action,"Great Britain, United States, Germany, Czech Republic",Epsilon Motion Pictures
5088,0.622677,0,0,0,London,Chris Evans|Jessica Biel|Joy Bryant|Jason Statham|Kelli Garner,Hunter Richards,92,5.7,2005,Drama,United States,Destination Films
5089,0.613793,9000000,-9000000,0,Three,Billy Zane|Kelly Brook|Juan Pablo Di Pace|Todd Collins|Gabrielle Jourdan,Stewart Raffill,95,4.4,2005,Adventure,"United States, Great Britain, Luxembourg",Thema Production
5090,0.608364,18000000,28201432,46201432,The Fog,Tom Welling|Maggie Grace|Selma Blair|DeRay Davis|Kenneth Welsh,Rupert Wainwright,100,4.2,2005,Horror,United States,Revolution Studios
5094,0.606286,135000000,-58067057,76932943,Stealth,Josh Lucas|Jessica Biel|Jamie Foxx|Sam Shepard|Richard Roxburgh,Rob Cohen,121,5.0,2005,Action,United States,Laura Ziskin Productions
5095,0.600522,15000000,32175038,47175038,The Wedding Date,Debra Messing|Dermot Mulroney|Amy Adams|Jack Davenport|Jeremy Sheffield,Clare Kilner,88,6.2,2005,Comedy,United States,Universal Pictures
5096,0.592368999999999,25000000,-22594580,2405420,BloodRayne,Kristanna Loken|Ben Kingsley|Michelle Rodriguez|Michael Madsen|Matthew Davis,Uwe Boll,95,3.8,2005,Action,"United States, Germany",Boll KG
5097,0.5877760000000001,25000000,-25000000,0,The World's Fastest Indian,Anthony Hopkins|Iain Rea|Tessa Mitchell|Aaron Murphy|Tim Shadbolt,Roger Donaldson,127,7.1,2005,Adventure,"New Zealand, United States",New Zealand Film Commission
5099,0.5781890000000001,0,37691644,37691644,Casanova,Heath Ledger|Sienna Miller|Jeremy Irons|Oliver Platt|Lena Olin,Lasse HallstrÃ¶m,112,6.2,2005,Adventure,United States,The Mark Gordon Company
5100,0.571693,130000000,-10730514,119269486,Sahara,Matthew McConaughey|PenÃ©lope Cruz|Steve Zahn|William H. Macy|Lennie James,Breck Eisner,124,5.6,2005,Adventure,United States,Paramount Pictures
5103,0.564298,10000000,7297244,17297244,The Matador,Pierce Brosnan|Greg Kinnear|Hope Davis|Portia Dawson|Adam Scott,Richard Shepard,96,6.0,2005,Comedy,"United States, Germany, Ireland",Miramax Films
5104,0.561685,7000000,42084830,49084830,Capote,Philip Seymour Hoffman|Allie Mickelson|Craig Archibald|Bronwen Coleman|Kate Shindle,Bennett Miller,114,6.7,2005,Drama,"Canada, United States",Sony Pictures Classics
5105,0.558258,35000000,-15521894,19478106,Valiant,Ewan McGregor|Ricky Gervais|Tim Curry|Jim Broadbent|Hugh Laurie,Gary Chapman,76,5.3,2005,Animation,Great Britain,Vanguard Films
5106,0.55197,25000000,57466670,82466670,The Constant Gardener,Ralph Fiennes|Rachel Weisz|Danny Huston|Bill Nighy|Donald Sumpter,Fernando Meirelles,129,6.7,2005,Thriller,"United States, Great Britain, Kenya, Germany",Studio Babelsberg
5107,0.548181,0,2455831,2455831,Imagine Me & You,Piper Perabo|Lena Headey|Matthew Goode|Celia Imrie|Darren Boyd,Ol Parker,93,6.7,2005,Comedy,"United States, Great Britain, Germany",BBC Films
5108,0.5481659999999989,950000,6072209,7022209,Hard Candy,Patrick Wilson|Ellen Page|Sandra Oh|Odessa Rae|G.J. Echternkamp,David Slade,103,6.8,2005,Drama,United States,Vulcan Productions Inc.
5109,0.5431590000000001,40000000,28766121,68766121,House of Wax,Elisha Cuthbert|Paris Hilton|Brian Van Holt|Jared Padalecki|Chad Michael Murray,Jaume Collet-Serra,113,5.3,2005,Horror,United States,Village Roadshow Pictures
5111,0.538043,80000000,-69833498,10166502,The Great Raid,Benjamin Bratt|Robert Mammone|Max Martini|James Carpinello|Mark Consuelos,John Dahl,132,6.5,2005,War,"United States, Australia",Miramax Films
5112,0.5347810000000001,50000000,-27055498,22944502,Domino,Keira Knightley|Mickey Rourke|Edgar RamÃ­rez|Delroy Lindo|Mo'Nique,Tony Scott,127,6.1,2005,Action,"France, United States, Great Britain",New Line Cinema
5114,0.511084,25000000,11351350,36351350,Beauty Shop,Queen Latifah|Alicia Silverstone|Andie MacDowell|Alfre Woodard|Mena Suvari,Bille Woodruff,105,5.1,2005,Comedy,United States,Metro-Goldwyn-Mayer (MGM)
5115,0.510683,0,12382362,12382362,The Man,Samuel L. Jackson|Eugene Levy|Luke Goss|Miguel Ferrer|Susie Essman,Les Mayfield,83,5.2,2005,Comedy,United States,New Line Cinema
5117,0.5062409999999989,0,0,0,Tarzan II,Harrison Chad|George Carlin|Brad Garrett|Ron Perlman|Estelle Harris,Brian Smith,72,5.9,2005,Animation,United States,Walt Disney Pictures
5118,0.500883,25000000,-9568823,15431177,The Greatest Game Ever Played,Shia LaBeouf|Stephen Dillane|Josh Flitter|Peter Firth|Peyton List,Bill Paxton,120,7.0,2005,Drama,United States,Walt Disney Pictures
5119,0.49992600000000004,0,1117920,1117920,Little Manhattan,Josh Hutcherson|Charlie Ray|Bradley Whitford|Cynthia Nixon|Willie Garson,Mark Levin,84,7.0,2005,Comedy,United States,Regency Enterprises
5120,0.499629,0,0,0,Edison,Morgan Freeman|Kevin Spacey|Justin Timberlake|LL Cool J|Dylan McDermott,David J. Burke,99,5.6,2005,Drama,United States,VIP 3 Medienfonds
5121,0.49892600000000004,3500000,-3500000,0,Urban Legends: Bloody Mary,Kate Mara|Robert Vito|Tina Lifford|Ed Marinaro|Michael Coe,Mary Lambert,93,5.0,2005,Horror,United States,Columbia Pictures Television
5122,0.484314,15000000,-2963851,12036149,The Three Burials of Melquiades Estrada,Tommy Lee Jones|Barry Pepper|Dwight Yoakam|January Jones|Melissa Leo,Tommy Lee Jones,121,6.7,2005,Western,"United States, France",The Javelina Film Company
5123,0.481416,13000000,-13000000,0,7 Seconds,Wesley Snipes|Tamzin Outhwaite|Deobia Oparei|Georgina Rylance|Pete Lee-Wilson,Simon Fellows,96,4.3,2005,Action,"Romania, Switzerland, Great Britain",Andrew Stevens Entertainment
5124,0.479833,0,0,0,Santa's Slay,Bill Goldberg|Douglas Smith|Emilie de Ravin|Robert Culp|Dave Thomas,David Steiman,78,4.4,2005,Comedy,"Canada, United States",Rat Entertainment
5125,0.46652899999999997,1000000,9047674,10047674,Cry_Wolf,Julian Morris|Lindy Booth|Jared Padalecki|Jon Bon Jovi|Sandra McCoy,Jeff Wadlow,90,5.4,2005,Thriller,United States,Universal Pictures
5126,0.463596,10000000,81196419,91196419,White Noise,Michael Keaton|Chandra West|Deborah Kara Unger|Ian McNeice|Keegan Connor Tracy,Geoffrey Sax,101,5.5,2005,Thriller,"Canada, Great Britain, United States",Universal Pictures
